hour,t_out_c,ghi_w_m2,t_zone_c,u_hvac,kwh,cost_sar,e_cum_kwh,cop,violations
164.25,37.0,0.0,24.578,0,0.0,0.0,827.5,2.852,0
164.5,37.0,0.0,24.633,0,0.0,0.0,827.5,2.852,0
164.75,37.0,0.0,24.688,0,0.0,0.0,827.5,2.852,0
165.0,35.6,0.0,24.743,0,0.0,0.0,827.5,2.947,0
165.25,35.6,0.0,24.791,0,0.0,0.0,827.5,2.947,0
165.5,35.6,0.0,24.839,0,0.0,0.0,827.5,2.947,0
165.75,35.6,0.0,24.887,0,0.0,0.0,827.5,2.947,0
166.0,34.0,0.0,24.934,0,0.0,0.0,827.5,3.055,0
166.25,34.0,0.0,24.974,0,0.0,0.0,827.5,3.055,0
166.5,34.0,0.0,25.014,0,0.0,0.0,827.5,3.055,0
166.75,34.0,0.0,25.054,0,0.0,0.0,827.5,3.055,0
167.0,33.0,0.0,25.094,0,0.0,0.0,827.5,3.122,0
167.25,33.0,0.0,25.129,0,0.0,0.0,827.5,3.122,0
167.5,33.0,0.0,25.164,0,0.0,0.0,827.5,3.122,0
167.75,33.0,0.0,25.198,0,0.0,0.0,827.5,3.122,0
