hour,t_out_c,ghi_w_m2,t_zone_c,u_hvac,kwh,cost_sar,e_cum_kwh,cop,violations
147.5,31.8,0.0,24.61,0,0.0,0.0,837.0,3.203,0
147.75,31.8,0.0,24.641,0,0.0,0.0,837.0,3.203,0
148.0,31.5,0.0,24.673,0,0.0,0.0,837.0,3.224,0
148.25,31.5,0.0,24.703,0,0.0,0.0,837.0,3.224,0
148.5,31.5,0.0,24.734,0,0.0,0.0,837.0,3.224,0
148.75,31.5,0.0,24.764,0,0.0,0.0,837.0,3.224,0
149.0,30.4,0.0,24.793,0,0.0,0.0,837.0,3.298,0
149.25,30.4,0.0,24.818,0,0.0,0.0,837.0,3.298,0
149.5,30.4,0.0,24.843,0,0.0,0.0,837.0,3.298,0
149.75,30.4,0.0,24.868,0,0.0,0.0,837.0,3.298,0
150.0,30.4,89.0,24.892,0,0.0,0.0,837.0,3.298,0
150.25,30.4,89.0,24.923,0,0.0,0.0,837.0,3.298,0
150.5,30.4,89.0,24.953,0,0.0,0.0,837.0,3.298,0
150.75,30.4,89.0,24.983,0,0.0,0.0,837.0,3.298,0
151.0,33.2,256.0,25.013,0,0.0,0.0,837.0,3.109,0
151.25,33.2,256.0,25.066,0,0.0,0.0,837.0,3.109,0
151.5,33.2,256.0,25.12,0,0.0,0.0,837.0,3.109,0
151.75,33.2,256.0,25.173,0,0.0,0.0,837.0,3.109,0
152.0,37.7,467.0,25.225,0,0.0,0.0,837.0,2.805,0
152.25,37.7,467.0,25.312,0,0.0,0.0,837.0,2.805,0
152.5,37.7,467.0,25.398,0,0.0,0.0,837.0,2.805,0
152.75,37.7,467.0,25.484,0,0.0,0.0,837.0,2.805,0
153.0,41.0,672.0,25.57,1,0.2128,0.1606,837.3,2.582,0
153.25,41.0,672.0,25.431,1,0.1995,0.01,837.5,2.582,0
153.5,41.0,672.0,25.292,1,0.1995,0.01,837.7,2.582,0
153.75,41.0,672.0,25.155,1,0.1995,0.01,837.9,2.582,0
154.0,42.7,829.0,25.017,1,0.2045,0.0102,838.1,2.468,0
154.25,42.7,829.0,24.904,1,0.2045,0.0102,838.3,2.468,0
154.5,42.7,829.0,24.79,1,0.2045,0.0102,838.5,2.468,0
154.75,42.7,829.0,24.677,1,0.2045,0.0102,838.7,2.468,0
155.0,44.2,901.0,24.565,1,0.2093,0.0105,838.9,2.366,0
155.25,44.2,901.0,24.468,1,0.2093,0.0105,839.1,2.366,0
155.5,44.2,901.0,24.372,1,0.2093,0.0105,839.3,2.366,0
155.75,44.2,901.0,24.277,1,0.2093,0.0105,839.5,2.366,0
156.0,44.7,897.0,24.182,1,0.211,0.0106,839.7,2.333,0
156.25,44.7,897.0,24.09,1,0.211,0.0106,839.9,2.333,0
156.5,44.7,897.0,23.999,1,0.211,0.0106,840.1,2.333,0
156.75,44.7,897.0,23.909,1,0.211,0.0106,840.4,2.333,0
157.0,44.9,894.0,23.819,1,0.2117,0.0106,840.6,2.319,0
157.25,44.9,894.0,23.73,1,0.2117,0.0106,840.8,2.319,0
157.5,44.9,894.0,23.642,1,0.2117,0.0106,841.0,2.319,0
157.75,44.9,894.0,23.554,1,0.2117,0.0106,841.2,2.319,0
158.0,45.2,833.0,23.467,1,0.2128,0.0106,841.4,2.299,0
158.25,45.2,833.0,23.378,1,0.2128,0.0106,841.6,2.299,0
158.5,45.2,833.0,23.289,1,0.2128,0.0106,841.8,2.299,0
158.75,45.2,833.0,23.201,1,0.2128,0.0106,842.1,2.299,0
159.0,45.5,667.0,23.113,1,0.2139,0.0107,842.3,2.279,0
159.25,45.5,667.0,23.017,1,0.2139,0.0107,842.5,2.279,0
159.5,45.5,667.0,22.921,1,0.2139,0.0107,842.7,2.279,0
159.75,45.5,667.0,22.825,1,0.2139,0.0107,842.9,2.279,0
160.0,45.6,456.0,22.73,1,0.2142,0.0107,843.1,2.272,0
160.25,45.6,456.0,22.622,1,0.2142,0.0107,843.3,2.272,0
160.5,45.6,456.0,22.514,1,0.2142,0.0107,843.6,2.272,0
160.75,45.6,456.0,22.407,0,0.0,0.0,843.6,2.272,0
161.0,45.1,236.0,22.541,0,0.0,0.0,843.6,2.306,0
161.25,45.1,236.0,22.656,0,0.0,0.0,843.6,2.306,0
161.5,45.1,236.0,22.772,0,0.0,0.0,843.6,2.306,0
161.75,45.1,236.0,22.887,0,0.0,0.0,843.6,2.306,0
162.0,44.2,74.0,23.001,0,0.0,0.0,843.6,2.366,0
162.25,44.2,74.0,23.1,0,0.0,0.0,843.6,2.366,0
162.5,44.2,74.0,23.198,0,0.0,0.0,843.6,2.366,0
162.75,44.2,74.0,23.296,0,0.0,0.0,843.6,2.366,0
163.0,42.8,9.0,23.394,0,0.0,0.0,843.6,2.461,0
163.25,42.8,9.0,23.481,0,0.0,0.0,843.6,2.461,0
163.5,42.8,9.0,23.567,0,0.0,0.0,843.6,2.461,0
163.75,42.8,9.0,23.653,0,0.0,0.0,843.6,2.461,0
164.0,40.8,0.0,23.738,0,0.0,0.0,843.6,2.596,0
164.25,40.8,0.0,23.814,0,0.0,0.0,843.6,2.596,0
164.5,40.8,0.0,23.889,0,0.0,0.0,843.6,2.596,0
164.75,40.8,0.0,23.964,0,0.0,0.0,843.6,2.596,0
165.0,39.5,0.0,24.039,0,0.0,0.0,843.6,2.684,0
165.25,39.5,0.0,24.107,0,0.0,0.0,843.6,2.684,0
165.5,39.5,0.0,24.176,0,0.0,0.0,843.6,2.684,0
165.75,39.5,0.0,24.243,0,0.0,0.0,843.6,2.684,0
166.0,38.1,0.0,24.311,0,0.0,0.0,843.6,2.778,0
166.25,38.1,0.0,24.372,0,0.0,0.0,843.6,2.778,0
166.5,38.1,0.0,24.433,0,0.0,0.0,843.6,2.778,0
166.75,38.1,0.0,24.494,0,0.0,0.0,843.6,2.778,0
167.0,36.3,0.0,24.554,0,0.0,0.0,843.6,2.9,0
167.25,36.3,0.0,24.606,0,0.0,0.0,843.6,2.9,0
167.5,36.3,0.0,24.658,0,0.0,0.0,843.6,2.9,0
167.75,36.3,0.0,24.709,0,0.0,0.0,843.6,2.9,0
